x,ichiman,gosen,sen,gohyaku,hyaku,goju,ju,go,ichi
795443,79,1,0,0,4,0,4,0,3
601391,60,0,1,0,3,1,4,0,1
1017,0,0,1,0,0,0,1,1,2
620450,62,0,0,0,4,1,0,0,0
157120,15,1,2,0,1,0,2,0,0
78147,7,1,3,0,1,0,4,1,2
10690,1,0,0,1,1,1,4,0,0
616233,61,1,1,0,2,0,3,0,3
89561,8,1,4,1,0,1,1,0,1
376838,37,1,1,1,3,0,3,1,3
813226,81,0,3,0,2,0,2,1,1
523018,52,0,3,0,0,0,1,1,3
319810,31,1,4,1,3,0,1,0,0
414710,41,0,4,1,2,0,1,0,0
670192,67,0,0,0,1,1,4,0,2
586192,58,1,1,0,1,1,4,0,2
551146,55,0,1,0,1,0,4,1,1
110606,11,0,0,1,1,0,0,1,1
352163,35,0,2,0,1,1,1,0,3
940460,94,0,0,0,4,1,1,0,0
362389,36,0,2,0,3,1,3,1,4
318948,31,1,3,1,4,0,4,1,3
774392,77,0,4,0,3,1,4,0,2
992692,99,0,2,1,1,1,4,0,2
515542,51,1,0,1,0,0,4,0,2
867164,86,1,2,0,1,1,1,0,4
537803,53,1,2,1,3,0,0,0,3
217670,21,1,2,1,1,1,2,0,0
489201,48,1,4,0,2,0,0,0,1
683582,68,0,3,1,0,1,3,0,2
26379,2,1,1,0,3,1,2,1,4
602906,60,0,2,1,4,0,0,1,1
290657,29,0,0,1,1,1,0,1,2
543012,54,0,3,0,0,0,1,0,2
186264,18,1,1,0,2,1,1,0,4
89645,8,1,4,1,1,0,4,1,0
243362,24,0,3,0,3,1,1,0,2
850924,85,0,0,1,4,0,2,0,4
675749,67,1,0,1,2,0,4,1,4
98877,9,1,3,1,3,1,2,1,2
435910,43,1,0,1,4,0,1,0,0
111612,11,0,1,1,1,0,1,0,2
48930,4,1,3,1,4,0,3,0,0
506959,50,1,1,1,4,1,0,1,4
912487,91,0,2,0,4,1,3,1,2
15852,1,1,0,1,3,1,0,0,2
836427,83,1,1,0,4,0,2,1,2
264068,26,0,4,0,0,1,1,1,3
373958,37,0,3,1,4,1,0,1,3
634099,63,0,4,0,0,1,4,1,4
405075,40,1,0,0,0,1,2,1,0
57907,5,1,2,1,4,0,0,1,2
188814,18,1,3,1,3,0,1,0,4
430822,43,0,0,1,3,0,2,0,2
46222,4,1,1,0,2,0,2,0,2
660882,66,0,0,1,3,1,3,0,2
381343,38,0,1,0,3,0,4,0,3
762955,76,0,2,1,4,1,0,1,0
312842,31,0,2,1,3,0,4,0,2
904848,90,0,4,1,3,0,4,1,3
998197,99,1,3,0,1,1,4,1,2
696693,69,1,1,1,1,1,4,0,3
320030,32,0,0,0,0,0,3,0,0
442577,44,0,2,1,0,1,2,1,2
323368,32,0,3,0,3,1,1,1,3
670121,67,0,0,0,1,0,2,0,1
31397,3,0,1,0,3,1,4,1,2
300887,30,0,0,1,3,1,3,1,2
876892,87,1,1,1,3,1,4,0,2
583159,58,0,3,0,1,1,0,1,4
892791,89,0,2,1,2,1,4,0,1
737041,73,1,2,0,0,0,4,0,1
664292,66,0,4,0,2,1,4,0,2
199576,19,1,4,1,0,1,2,1,1
284411,28,0,4,0,4,0,1,0,1
971529,97,0,1,1,0,0,2,1,4
62299,6,0,2,0,2,1,4,1,4
968034,96,1,3,0,0,0,3,0,4
493731,49,0,3,1,2,0,3,0,1
630862,63,0,0,1,3,1,1,0,2
871537,87,0,1,1,0,0,3,1,2
744536,74,0,4,1,0,0,3,1,1
521521,52,0,1,1,0,0,2,0,1
203728,20,0,3,1,2,0,2,1,3
379966,37,1,4,1,4,1,1,1,1
793777,79,0,3,1,2,1,2,1,2
511372,51,0,1,0,3,1,2,0,2
207582,20,1,2,1,0,1,3,0,2
732205,73,0,2,0,2,0,0,1,0
246253,24,1,1,0,2,1,0,0,3
548882,54,1,3,1,3,1,3,0,2
486057,48,1,1,0,0,1,0,1,2
922825,92,0,2,1,3,0,2,1,0
270694,27,0,0,1,1,1,4,0,4
216201,21,1,1,0,2,0,0,0,1
921803,92,0,1,1,3,0,0,0,3
191118,19,0,1,0,1,0,1,1,3
448826,44,1,3,1,3,0,2,1,1
241397,24,0,1,0,3,1,4,1,2
805042,80,1,0,0,0,0,4,0,2
712675,71,0,2,1,1,1,2,1,0
376373,37,1,1,0,3,1,2,0,3
616851,61,1,1,1,3,1,0,0,1
721731,72,0,1,1,2,0,3,0,1
152704,15,0,2,1,2,0,0,0,4
503600,50,0,3,1,1,0,0,0,0
484755,48,0,4,1,2,1,0,1,0
788652,78,1,3,1,1,1,0,0,2
881162,88,0,1,0,1,1,1,0,2
275220,27,1,0,0,2,0,2,0,0
69081,6,1,4,0,0,1,3,0,1
439005,43,1,4,0,0,0,0,1,0
475783,47,1,0,1,2,1,3,0,3
775791,77,1,0,1,2,1,4,0,1
284825,28,0,4,1,3,0,2,1,0
590715,59,0,0,1,2,0,1,1,0
985072,98,1,0,0,0,1,2,0,2
610806,61,0,0,1,3,0,0,1,1
209673,20,1,4,1,1,1,2,0,3
697006,69,1,2,0,0,0,0,1,1
532421,53,0,2,0,4,0,2,0,1
906588,90,1,1,1,0,1,3,1,3
167841,16,1,2,1,3,0,4,0,1
72033,7,0,2,0,0,0,3,0,3
488878,48,1,3,1,3,1,2,1,3
374531,37,0,4,1,0,0,3,0,1
857756,85,1,2,1,2,1,0,1,1
515151,51,1,0,0,1,1,0,0,1
233352,23,0,3,0,3,1,0,0,2
888878,88,1,3,1,3,1,2,1,3
268509,26,1,3,1,0,0,0,1,4
546063,54,1,1,0,0,1,1,0,3
692696,69,0,2,1,1,1,4,1,1
50994,5,0,0,1,4,1,4,0,4
25555,2,1,0,1,0,1,0,1,0
207887,20,1,2,1,3,1,3,1,2
2261,0,0,2,0,2,1,1,0,1
613953,61,0,3,1,4,1,0,0,3
579390,57,1,4,0,3,1,4,0,0
881136,88,0,1,0,1,0,3,1,1
471004,47,0,1,0,0,0,0,0,4
814157,81,0,4,0,1,1,0,1,2
85023,8,1,0,0,0,0,2,0,3
587779,58,1,2,1,2,1,2,1,4
453270,45,0,3,0,2,1,2,0,0
390092,39,0,0,0,0,1,4,0,2
890984,89,0,0,1,4,1,3,0,4
967181,96,1,2,0,1,1,3,0,1
557368,55,1,2,0,3,1,1,1,3
43539,4,0,3,1,0,0,3,1,4
106094,10,1,1,0,0,1,4,0,4
855164,85,1,0,0,1,1,1,0,4
769476,76,1,4,0,4,1,2,1,1
640297,64,0,0,0,2,1,4,1,2
969456,96,1,4,0,4,1,0,1,1
136704,13,1,1,1,2,0,0,0,4
622274,62,0,2,0,2,1,2,0,4
67168,6,1,2,0,1,1,1,1,3
591236,59,0,1,0,2,0,3,1,1
60748,6,0,0,1,2,0,4,1,3
9158,0,1,4,0,1,1,0,1,3
634883,63,0,4,1,3,1,3,0,3
251106,25,0,1,0,1,0,0,1,1
549116,54,1,4,0,1,0,1,1,1
202367,20,0,2,0,3,1,1,1,2
439155,43,1,4,0,1,1,0,1,0
528956,52,1,3,1,4,1,0,1,1
574898,57,0,4,1,3,1,4,1,3
40065,4,0,0,0,0,1,1,1,0
306727,30,1,1,1,2,0,2,1,2
7062,0,1,2,0,0,1,1,0,2
749757,74,1,4,1,2,1,0,1,2
670805,67,0,0,1,3,0,0,1,0
786974,78,1,1,1,4,1,2,0,4
785407,78,1,0,0,4,0,0,1,2
78579,7,1,3,1,0,1,2,1,4
990819,99,0,0,1,3,0,1,1,4
468569,46,1,3,1,0,1,1,1,4
314881,31,0,4,1,3,1,3,0,1
130605,13,0,0,1,1,0,0,1,0
479170,47,1,4,0,1,1,2,0,0
947429,94,1,2,0,4,0,2,1,4
193715,19,0,3,1,2,0,1,1,0
334826,33,0,4,1,3,0,2,1,1
508744,50,1,3,1,2,0,4,0,4
269928,26,1,4,1,4,0,2,1,3
550959,55,0,0,1,4,1,0,1,4
179690,17,1,4,1,1,1,4,0,0
631450,63,0,1,0,4,1,0,0,0
769262,76,1,4,0,2,1,1,0,2
497972,49,1,2,1,4,1,2,0,2
39611,3,1,4,1,1,0,1,0,1
663428,66,0,3,0,4,0,2,1,3
903128,90,0,3,0,1,0,2,1,3
770778,77,0,0,1,2,1,2,1,3
161334,16,0,1,0,3,0,3,0,4
7840,0,1,2,1,3,0,4,0,0
689045,68,1,4,0,0,0,4,1,0
71607,7,0,1,1,1,0,0,1,2
146756,14,1,1,1,2,1,0,1,1
425563,42,1,0,1,0,1,1,0,3
163539,16,0,3,1,0,0,3,1,4
902211,90,0,2,0,2,0,1,0,1
991125,99,0,1,0,1,0,2,1,0
769763,76,1,4,1,2,1,1,0,3
183955,18,0,3,1,4,1,0,1,0
191888,19,0,1,1,3,1,3,1,3
374283,37,0,4,0,2,1,3,0,3
537713,53,1,2,1,2,0,1,0,3
249690,24,1,4,1,1,1,4,0,0
61071,6,0,1,0,0,1,2,0,1
149415,14,1,4,0,4,0,1,1,0
438451,43,1,3,0,4,1,0,0,1
825888,82,1,0,1,3,1,3,1,3
368251,36,1,3,0,2,1,0,0,1
963888,96,0,3,1,3,1,3,1,3
946692,94,1,1,1,1,1,4,0,2
107193,10,1,2,0,1,1,4,0,3
31398,3,0,1,0,3,1,4,1,3
242811,24,0,2,1,3,0,1,0,1
302795,30,0,2,1,2,1,4,1,0
33204,3,0,3,0,2,0,0,0,4
541755,54,0,1,1,2,1,0,1,0
668900,66,1,3,1,4,0,0,0,0
262644,26,0,2,1,1,0,4,0,4
377302,37,1,2,0,3,0,0,0,2
953082,95,0,3,0,0,1,3,0,2
822488,82,0,2,0,4,1,3,1,3
66358,6,1,1,0,3,1,0,1,3
312088,31,0,2,0,0,1,3,1,3
386565,38,1,1,1,0,1,1,1,0
572290,57,0,2,0,2,1,4,0,0
191884,19,0,1,1,3,1,3,0,4
112635,11,0,2,1,1,0,3,1,0
568093,56,1,3,0,0,1,4,0,3
32799,3,0,2,1,2,1,4,1,4
515108,51,1,0,0,1,0,0,1,3
328330,32,1,3,0,3,0,3,0,0
31964,3,0,1,1,4,1,1,0,4
934157,93,0,4,0,1,1,0,1,2
111148,11,0,1,0,1,0,4,1,3
805280,80,1,0,0,2,1,3,0,0
245717,24,1,0,1,2,0,1,1,2
189382,18,1,4,0,3,1,3,0,2
917694,91,1,2,1,1,1,4,0,4
882862,88,0,2,1,3,1,1,0,2
835308,83,1,0,0,3,0,0,1,3
93045,9,0,3,0,0,0,4,1,0
774451,77,0,4,0,4,1,0,0,1
353021,35,0,3,0,0,0,2,0,1
207674,20,1,2,1,1,1,2,0,4
753793,75,0,3,1,2,1,4,0,3
597328,59,1,2,0,3,0,2,1,3
245967,24,1,0,1,4,1,1,1,2
507583,50,1,2,1,0,1,3,0,3
454978,45,0,4,1,4,1,2,1,3
495044,49,1,0,0,0,0,4,0,4
710286,71,0,0,0,2,1,3,1,1
213910,21,0,3,1,4,0,1,0,0
337394,33,1,2,0,3,1,4,0,4
113076,11,0,3,0,0,1,2,1,1
572400,57,0,2,0,4,0,0,0,0
602425,60,0,2,0,4,0,2,1,0
403629,40,0,3,1,1,0,2,1,4
21229,2,0,1,0,2,0,2,1,4
585537,58,1,0,1,0,0,3,1,2
583717,58,0,3,1,2,0,1,1,2
466844,46,1,1,1,3,0,4,0,4
863051,86,0,3,0,0,1,0,0,1
231289,23,0,1,0,2,1,3,1,4
647492,64,1,2,0,4,1,4,0,2
721319,72,0,1,0,3,0,1,1,4
972873,97,0,2,1,3,1,2,0,3
32842,3,0,2,1,3,0,4,0,2
225163,22,1,0,0,1,1,1,0,3
9387,0,1,4,0,3,1,3,1,2
851740,85,0,1,1,2,0,4,0,0
349115,34,1,4,0,1,0,1,1,0
486754,48,1,1,1,2,1,0,0,4
550024,55,0,0,0,0,0,2,0,4
719362,71,1,4,0,3,1,1,0,2
611465,61,0,1,0,4,1,1,1,0
995090,99,1,0,0,0,1,4,0,0
176333,17,1,1,0,3,0,3,0,3
16451,1,1,1,0,4,1,0,0,1
121010,12,0,1,0,0,0,1,0,0
892256,89,0,2,0,2,1,0,1,1
38189,3,1,3,0,1,1,3,1,4
105149,10,1,0,0,1,0,4,1,4
560688,56,0,0,1,1,1,3,1,3
18251,1,1,3,0,2,1,0,0,1
519640,51,1,4,1,1,0,4,0,0
979960,97,1,4,1,4,1,1,0,0
837746,83,1,2,1,2,0,4,1,1
291197,29,0,1,0,1,1,4,1,2
893832,89,0,3,1,3,0,3,0,2
913923,91,0,3,1,4,0,2,0,3
795209,79,1,0,0,2,0,0,1,4
214338,21,0,4,0,3,0,3,1,3
292928,29,0,2,1,4,0,2,1,3
379566,37,1,4,1,0,1,1,1,1
324908,32,0,4,1,4,0,0,1,3
392778,39,0,2,1,2,1,2,1,3
376792,37,1,1,1,2,1,4,0,2
617679,61,1,2,1,1,1,2,1,4
586626,58,1,1,1,1,0,2,1,1
241628,24,0,1,1,1,0,2,1,3
234707,23,0,4,1,2,0,0,1,2
871621,87,0,1,1,1,0,2,0,1
522345,52,0,2,0,3,0,4,1,0
757675,75,1,2,1,1,1,2,1,0
653017,65,0,3,0,0,0,1,1,2
839074,83,1,4,0,0,1,2,0,4
545297,54,1,0,0,2,1,4,1,2
432822,43,0,2,1,3,0,2,0,2
269299,26,1,4,0,2,1,4,1,4
678234,67,1,3,0,2,0,3,0,4
687919,68,1,2,1,4,0,1,1,4
720398,72,0,0,0,3,1,4,1,3
220647,22,0,0,1,1,0,4,1,2
440844,44,0,0,1,3,0,4,0,4
82935,8,0,2,1,4,0,3,1,0
706875,70,1,1,1,3,1,2,1,0
365176,36,1,0,0,1,1,2,1,1
462177,46,0,2,0,1,1,2,1,2
21448,2,0,1,0,4,0,4,1,3
315018,31,1,0,0,0,0,1,1,3
822553,82,0,2,1,0,1,0,0,3
653943,65,0,3,1,4,0,4,0,3
7500,0,1,2,1,0,0,0,0,0
320308,32,0,0,0,3,0,0,1,3
41736,4,0,1,1,2,0,3,1,1
855383,85,1,0,0,3,1,3,0,3
831925,83,0,1,1,4,0,2,1,0
350484,35,0,0,0,4,1,3,0,4
942974,94,0,2,1,4,1,2,0,4
589850,58,1,4,1,3,1,0,0,0
89535,8,1,4,1,0,0,3,1,0
413589,41,0,3,1,0,1,3,1,4
138659,13,1,3,1,1,1,0,1,4
415195,41,1,0,0,1,1,4,1,0
110694,11,0,0,1,1,1,4,0,4
33789,3,0,3,1,2,1,3,1,4
925990,92,1,0,1,4,1,4,0,0
402352,40,0,2,0,3,1,0,0,2
763727,76,0,3,1,2,0,2,1,2
842630,84,0,2,1,1,0,3,0,0
209807,20,1,4,1,3,0,0,1,2
536855,53,1,1,1,3,1,0,1,0
440506,44,0,0,1,0,0,0,1,1
665854,66,1,0,1,3,1,0,0,4
224759,22,0,4,1,2,1,0,1,4
326319,32,1,1,0,3,0,1,1,4
925324,92,1,0,0,3,0,2,0,4
598454,59,1,3,0,4,1,0,0,4
800292,80,0,0,0,2,1,4,0,2
309302,30,1,4,0,3,0,0,0,2
919662,91,1,4,1,1,1,1,0,2
351049,35,0,1,0,0,0,4,1,4
85047,8,1,0,0,0,0,4,1,2
964531,96,0,4,1,0,0,3,0,1
416913,41,1,1,1,4,0,1,0,3
986927,98,1,1,1,4,0,2,1,2
553321,55,0,3,0,3,0,2,0,1
418820,41,1,3,1,3,0,2,0,0
377397,37,1,2,0,3,1,4,1,2
415702,41,1,0,1,2,0,0,0,2
61205,6,0,1,0,2,0,0,1,0
615523,61,1,0,1,0,0,2,0,3
410282,41,0,0,0,2,1,3,0,2
971954,97,0,1,1,4,1,0,0,4
288538,28,1,3,1,0,0,3,1,3
795444,79,1,0,0,4,0,4,0,4
882204,88,0,2,0,2,0,0,0,4
757958,75,1,2,1,4,1,0,1,3
353824,35,0,3,1,3,0,2,0,4
13261,1,0,3,0,2,1,1,0,1
216695,21,1,1,1,1,1,4,1,0
933759,93,0,3,1,2,1,0,1,4
861766,86,0,1,1,2,1,1,1,1
646239,64,1,1,0,2,0,3,1,4
367201,36,1,2,0,2,0,0,0,1
537485,53,1,2,0,4,1,3,1,0
149405,14,1,4,0,4,0,0,1,0
124192,12,0,4,0,1,1,4,0,2
155016,15,1,0,0,0,0,1,1,1
445036,44,1,0,0,0,0,3,1,1
179619,17,1,4,1,1,0,1,1,4
920866,92,0,0,1,3,1,1,1,1
282260,28,0,2,0,2,1,1,0,0
934987,93,0,4,1,4,1,3,1,2
827494,82,1,2,0,4,1,4,0,4
437152,43,1,2,0,1,1,0,0,2
749341,74,1,4,0,3,0,4,0,1
383768,38,0,3,1,2,1,1,1,3
497534,49,1,2,1,0,0,3,0,4
348054,34,1,3,0,0,1,0,0,4
298823,29,1,3,1,3,0,2,0,3
230098,23,0,0,0,0,1,4,1,3
52041,5,0,2,0,0,0,4,0,1
494763,49,0,4,1,2,1,1,0,3
429054,42,1,4,0,0,1,0,0,4
747903,74,1,2,1,4,0,0,0,3
897966,89,1,2,1,4,1,1,1,1
825227,82,1,0,0,2,0,2,1,2
736806,73,1,1,1,3,0,0,1,1
675777,67,1,0,1,2,1,2,1,2
295273,29,1,0,0,2,1,2,0,3
68876,6,1,3,1,3,1,2,1,1
274465,27,0,4,0,4,1,1,1,0
606481,60,1,1,0,4,1,3,0,1
426460,42,1,1,0,4,1,1,0,0
429197,42,1,4,0,1,1,4,1,2
836918,83,1,1,1,4,0,1,1,3
54435,5,0,4,0,4,0,3,1,0
83708,8,0,3,1,2,0,0,1,3
477679,47,1,2,1,1,1,2,1,4
901108,90,0,1,0,1,0,0,1,3
376230,37,1,1,0,2,0,3,0,0
17145,1,1,2,0,1,0,4,1,0
200193,20,0,0,0,1,1,4,0,3
676140,67,1,1,0,1,0,4,0,0
761863,76,0,1,1,3,1,1,0,3
473099,47,0,3,0,0,1,4,1,4
19246,1,1,4,0,2,0,4,1,1
97228,9,1,2,0,2,0,2,1,3
156751,15,1,1,1,2,1,0,0,1
789197,78,1,4,0,1,1,4,1,2
684172,68,0,4,0,1,1,2,0,2
983960,98,0,3,1,4,1,1,0,0
177729,17,1,2,1,2,0,2,1,4
74693,7,0,4,1,1,1,4,0,3
821957,82,0,1,1,4,1,0,1,2
705640,70,1,0,1,1,0,4,0,0
662648,66,0,2,1,1,0,4,1,3
388857,38,1,3,1,3,1,0,1,2
952943,95,0,2,1,4,0,4,0,3
771815,77,0,1,1,3,0,1,1,0
889279,88,1,4,0,2,1,2,1,4
851302,85,0,1,0,3,0,0,0,2
28634,2,1,3,1,1,0,3,0,4
69795,6,1,4,1,2,1,4,1,0
96056,9,1,1,0,0,1,0,1,1
731452,73,0,1,0,4,1,0,0,2
197572,19,1,2,1,0,1,2,0,2
603678,60,0,3,1,1,1,2,1,3
990695,99,0,0,1,1,1,4,1,0
910109,91,0,0,0,1,0,0,1,4
778315,77,1,3,0,3,0,1,1,0
24945,2,0,4,1,4,0,4,1,0
524907,52,0,4,1,4,0,0,1,2
424552,42,0,4,1,0,1,0,0,2
174764,17,0,4,1,2,1,1,0,4
448380,44,1,3,0,3,1,3,0,0
997858,99,1,2,1,3,1,0,1,3
471360,47,0,1,0,3,1,1,0,0
391234,39,0,1,0,2,0,3,0,4
869385,86,1,4,0,3,1,3,1,0
807290,80,1,2,0,2,1,4,0,0
226139,22,1,1,0,1,0,3,1,4
907232,90,1,2,0,2,0,3,0,2
839209,83,1,4,0,2,0,0,1,4
251809,25,0,1,1,3,0,0,1,4
333645,33,0,3,1,1,0,4,1,0
243980,24,0,3,1,4,1,3,0,0
500299,50,0,0,0,2,1,4,1,4
427312,42,1,2,0,3,0,1,0,2
360365,36,0,0,0,3,1,1,1,0
749384,74,1,4,0,3,1,3,0,4
892592,89,0,2,1,0,1,4,0,2
788246,78,1,3,0,2,0,4,1,1
582392,58,0,2,0,3,1,4,0,2
417081,41,1,2,0,0,1,3,0,1
561478,56,0,1,0,4,1,2,1,3
908790,90,1,3,1,2,1,4,0,0
603727,60,0,3,1,2,0,2,1,2
482032,48,0,2,0,0,0,3,0,2
337268,33,1,2,0,2,1,1,1,3
202420,20,0,2,0,4,0,2,0,0
88592,8,1,3,1,0,1,4,0,2
552916,55,0,2,1,4,0,1,1,1
698339,69,1,3,0,3,0,3,1,4
315276,31,1,0,0,2,1,2,1,1
737897,73,1,2,1,3,1,4,1,2
733976,73,0,3,1,4,1,2,1,1
762188,76,0,2,0,1,1,3,1,3
568469,56,1,3,0,4,1,1,1,4
378099,37,1,3,0,0,1,4,1,4
81093,8,0,1,0,0,1,4,0,3
238852,23,1,3,1,3,1,0,0,2
724991,72,0,4,1,4,1,4,0,1
84971,8,0,4,1,4,1,2,0,1
468183,46,1,3,0,1,1,3,0,3
856002,85,1,1,0,0,0,0,0,2
976909,97,1,1,1,4,0,0,1,4
420031,42,0,0,0,0,0,3,0,1
379415,37,1,4,0,4,0,1,1,0
797455,79,1,2,0,4,1,0,1,0
85786,8,1,0,1,2,1,3,1,1
313226,31,0,3,0,2,0,2,1,1
889392,88,1,4,0,3,1,4,0,2
900551,90,0,0,1,0,1,0,0,1
418286,41,1,3,0,2,1,3,1,1
592209,59,0,2,0,2,0,0,1,4
869901,86,1,4,1,4,0,0,0,1
71147,7,0,1,0,1,0,4,1,2
710637,71,0,0,1,1,0,3,1,2
444160,44,0,4,0,1,1,1,0,0
423529,42,0,3,1,0,0,2,1,4
863906,86,0,3,1,4,0,0,1,1
720580,72,0,0,1,0,1,3,0,0
806322,80,1,1,0,3,0,2,0,2
69494,6,1,4,0,4,1,4,0,4
497049,49,1,2,0,0,0,4,1,4
59711,5,1,4,1,2,0,1,0,1
431564,43,0,1,1,0,1,1,0,4
635393,63,1,0,0,3,1,4,0,3
867473,86,1,2,0,4,1,2,0,3
895929,89,1,0,1,4,0,2,1,4
482942,48,0,2,1,4,0,4,0,2
660373,66,0,0,0,3,1,2,0,3
614882,61,0,4,1,3,1,3,0,2
227942,22,1,2,1,4,0,4,0,2
469013,46,1,4,0,0,0,1,0,3
307387,30,1,2,0,3,1,3,1,2
178977,17,1,3,1,4,1,2,1,2
475566,47,1,0,1,0,1,1,1,1
448466,44,1,3,0,4,1,1,1,1
274262,27,0,4,0,2,1,1,0,2
741959,74,0,1,1,4,1,0,1,4
525706,52,1,0,1,2,0,0,1,1
106850,10,1,1,1,3,1,0,0,0
924301,92,0,4,0,3,0,0,0,1
165463,16,1,0,0,4,1,1,0,3
781939,78,0,1,1,4,0,3,1,4
641246,64,0,1,0,2,0,4,1,1
187294,18,1,2,0,2,1,4,0,4
767524,76,1,2,1,0,0,2,0,4
373799,37,0,3,1,2,1,4,1,4
700618,70,0,0,1,1,0,1,1,3
776440,77,1,1,0,4,0,4,0,0
13113,1,0,3,0,1,0,1,0,3
70947,7,0,0,1,4,0,4,1,2
837350,83,1,2,0,3,1,0,0,0
175151,17,1,0,0,1,1,0,0,1
674248,67,0,4,0,2,0,4,1,3
516925,51,1,1,1,4,0,2,1,0
925023,92,1,0,0,0,0,2,0,3
351253,35,0,1,0,2,1,0,0,3
600511,60,0,0,1,0,0,1,0,1
78686,7,1,3,1,1,1,3,1,1
640969,64,0,0,1,4,1,1,1,4
749121,74,1,4,0,1,0,2,0,1
142986,14,0,2,1,4,1,3,1,1
802060,80,0,2,0,0,1,1,0,0
166911,16,1,1,1,4,0,1,0,1
570916,57,0,0,1,4,0,1,1,1
197815,19,1,2,1,3,0,1,1,0
581300,58,0,1,0,3,0,0,0,0
638502,63,1,3,1,0,0,0,0,2
919581,91,1,4,1,0,1,3,0,1
280995,28,0,0,1,4,1,4,1,0
525347,52,1,0,0,3,0,4,1,2
549060,54,1,4,0,0,1,1,0,0
831939,83,0,1,1,4,0,3,1,4
932823,93,0,2,1,3,0,2,0,3
821907,82,0,1,1,4,0,0,1,2
242809,24,0,2,1,3,0,0,1,4
382623,38,0,2,1,1,0,2,0,3
381732,38,0,1,1,2,0,3,0,2
506566,50,1,1,1,0,1,1,1,1
242668,24,0,2,1,1,1,1,1,3
498484,49,1,3,0,4,1,3,0,4
364786,36,0,4,1,2,1,3,1,1
120845,12,0,0,1,3,0,4,1,0
270186,27,0,0,0,1,1,3,1,1
773126,77,0,3,0,1,0,2,1,1
563292,56,0,3,0,2,1,4,0,2
274864,27,0,4,1,3,1,1,0,4
318908,31,1,3,1,4,0,0,1,3
979067,97,1,4,0,0,1,1,1,2
696148,69,1,1,0,1,0,4,1,3
194478,19,0,4,0,4,1,2,1,3
40536,4,0,0,1,0,0,3,1,1
458823,45,1,3,1,3,0,2,0,3
637123,63,1,2,0,1,0,2,0,3
227026,22,1,2,0,0,0,2,1,1
775753,77,1,0,1,2,1,0,0,3
893398,89,0,3,0,3,1,4,1,3
219250,21,1,4,0,2,1,0,0,0
590132,59,0,0,0,1,0,3,0,2
793875,79,0,3,1,3,1,2,1,0
939175,93,1,4,0,1,1,2,1,0
806920,80,1,1,1,4,0,2,0,0
218472,21,1,3,0,4,1,2,0,2
886815,88,1,1,1,3,0,1,1,0
288641,28,1,3,1,1,0,4,0,1
225908,22,1,0,1,4,0,0,1,3
111486,11,0,1,0,4,1,3,1,1
126322,12,1,1,0,3,0,2,0,2
639390,63,1,4,0,3,1,4,0,0
626532,62,1,1,1,0,0,3,0,2
904089,90,0,4,0,0,1,3,1,4
572337,57,0,2,0,3,0,3,1,2
807850,80,1,2,1,3,1,0,0,0
12392,1,0,2,0,3,1,4,0,2
798806,79,1,3,1,3,0,0,1,1
196304,19,1,1,0,3,0,0,0,4
113011,11,0,3,0,0,0,1,0,1
748346,74,1,3,0,3,0,4,1,1
919039,91,1,4,0,0,0,3,1,4
327964,32,1,2,1,4,1,1,0,4
742352,74,0,2,0,3,1,0,0,2
697997,69,1,2,1,4,1,4,1,2
20920,2,0,0,1,4,0,2,0,0
623418,62,0,3,0,4,0,1,1,3
81549,8,0,1,1,0,0,4,1,4
117371,11,1,2,0,3,1,2,0,1
948728,94,1,3,1,2,0,2,1,3
213086,21,0,3,0,0,1,3,1,1
958351,95,1,3,0,3,1,0,0,1
229407,22,1,4,0,4,0,0,1,2
813946,81,0,3,1,4,0,4,1,1
801032,80,0,1,0,0,0,3,0,2
327805,32,1,2,1,3,0,0,1,0
1513,0,0,1,1,0,0,1,0,3
859655,85,1,4,1,1,1,0,1,0
807948,80,1,2,1,4,0,4,1,3
843099,84,0,3,0,0,1,4,1,4
408593,40,1,3,1,0,1,4,0,3
164207,16,0,4,0,2,0,0,1,2
455713,45,1,0,1,2,0,1,0,3
25409,2,1,0,0,4,0,0,1,4
244705,24,0,4,1,2,0,0,1,0
897867,89,1,2,1,3,1,1,1,2
366107,36,1,1,0,1,0,0,1,2
865604,86,1,0,1,1,0,0,0,4
497513,49,1,2,1,0,0,1,0,3
735835,73,1,0,1,3,0,3,1,0
593339,59,0,3,0,3,0,3,1,4
398372,39,1,3,0,3,1,2,0,2
986342,98,1,1,0,3,0,4,0,2
8458,0,1,3,0,4,1,0,1,3
597363,59,1,2,0,3,1,1,0,3
164938,16,0,4,1,4,0,3,1,3
875662,87,1,0,1,1,1,1,0,2
519225,51,1,4,0,2,0,2,1,0
987080,98,1,2,0,0,1,3,0,0
802690,80,0,2,1,1,1,4,0,0
743199,74,0,3,0,1,1,4,1,4
271704,27,0,1,1,2,0,0,0,4
630695,63,0,0,1,1,1,4,1,0
806603,80,1,1,1,1,0,0,0,3
522090,52,0,2,0,0,1,4,0,0
240703,24,0,0,1,2,0,0,0,3
572663,57,0,2,1,1,1,1,0,3
709163,70,1,4,0,1,1,1,0,3
387374,38,1,2,0,3,1,2,0,4
277161,27,1,2,0,1,1,1,0,1
451203,45,0,1,0,2,0,0,0,3
193046,19,0,3,0,0,0,4,1,1
357825,35,1,2,1,3,0,2,1,0
365919,36,1,0,1,4,0,1,1,4
191405,19,0,1,0,4,0,0,1,0
